source,target,edge_type,confidence,fk_columns,ref_columns,note
product_storage_locations::WB07::S8907367014867::7085,product_plants::WB07::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::WB07::S8907367014867::7088,product_plants::WB07::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::WB07::S8907367014867::7089,product_plants::WB07::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::1001::S8907367016144::7012,product_plants::1001::S8907367016144,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::1002::S8907367016144::7028,product_plants::1002::S8907367016144,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::1002::S8907367016144::7091,product_plants::1002::S8907367016144,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::1002::S8907367016144::FG01,product_plants::1002::S8907367016144,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::1002::S8907367016144::LIQ1,product_plants::1002::S8907367016144,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::1002::S8907367016144::PM01,product_plants::1002::S8907367016144,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::1002::S8907367016144::RJ01,product_plants::1002::S8907367016144,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::1002::S8907367016144::RM01,product_plants::1002::S8907367016144,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::1003::S8907367016144::7031,product_plants::1003::S8907367016144,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::1005::S8907367016144::7023,product_plants::1005::S8907367016144,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::1005::S8907367016144::7087,product_plants::1005::S8907367016144,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::1006::S8907367016144::7021,product_plants::1006::S8907367016144,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::KA05::S8907367038108::5073,product_plants::KA05::S8907367038108,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::KA05::S8907367038108::5074,product_plants::KA05::S8907367038108,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::KA05::S8907367038108::5076,product_plants::KA05::S8907367038108,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::KA05::S8907367038108::5077,product_plants::KA05::S8907367038108,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::KA05::S8907367038108::5078,product_plants::KA05::S8907367038108,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::KA05::S8907367038108::5105,product_plants::KA05::S8907367038108,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::KA05::S8907367038108::5114,product_plants::KA05::S8907367038108,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::KA05::S8907367038108::5118,product_plants::KA05::S8907367038108,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::KA05::S8907367038108::5132,product_plants::KA05::S8907367038108,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::KA07::S8907367038108::7051,product_plants::KA07::S8907367038108,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::KA07::S8907367038108::7056,product_plants::KA07::S8907367038108,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::KA07::S8907367038108::7077,product_plants::KA07::S8907367038108,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::KA07::S8907367038108::7079,product_plants::KA07::S8907367038108,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::KA07::S8907367038108::7092,product_plants::KA07::S8907367038108,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::KR05::S8907367038108::5056,product_plants::KR05::S8907367038108,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::KR05::S8907367038108::5096,product_plants::KR05::S8907367038108,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::KR07::S8907367038108::7011,product_plants::KR07::S8907367038108,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::KR07::S8907367038108::7065,product_plants::KR07::S8907367038108,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::KR07::S8907367038108::7081,product_plants::KR07::S8907367038108,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::MH05::S8907367038108::5018,product_plants::MH05::S8907367038108,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::MH05::S8907367038108::5026,product_plants::MH05::S8907367038108,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::MH05::S8907367038108::5027,product_plants::MH05::S8907367038108,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::MH05::S8907367038108::5028,product_plants::MH05::S8907367038108,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::MH05::S8907367038108::5029,product_plants::MH05::S8907367038108,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::MH05::S8907367038108::5033,product_plants::MH05::S8907367038108,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::MH05::S8907367038108::5044,product_plants::MH05::S8907367038108,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::MH05::S8907367038108::5045,product_plants::MH05::S8907367038108,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::MH05::S8907367038108::5046,product_plants::MH05::S8907367038108,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::MH05::S8907367038108::5069,product_plants::MH05::S8907367038108,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::MH05::S8907367038108::5079,product_plants::MH05::S8907367038108,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::MH05::S8907367038108::5080,product_plants::MH05::S8907367038108,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::MH05::S8907367038108::5081,product_plants::MH05::S8907367038108,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::MH05::S8907367038108::5082,product_plants::MH05::S8907367038108,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::MH05::S8907367038108::5084,product_plants::MH05::S8907367038108,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::MH05::S8907367038108::5085,product_plants::MH05::S8907367038108,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::MH05::S8907367038108::5104,product_plants::MH05::S8907367038108,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::MH05::S8907367038108::5111,product_plants::MH05::S8907367038108,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::MH05::S8907367038108::5116,product_plants::MH05::S8907367038108,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
